date,transaction amount,inflow or outflow,bank account name,transaction name,refrence ID,categroy
2025-05-01,57614.85,inflow,Kotak - Vendor Payments,Distributor Settlement,FOOD-68C04ABC,client fees
2025-10-08,111236.87,outflow,Axis - Sales Collection Account,Cocoa Powder,FOOD-F08689F1,raw materials
2025-07-10,45201.35,outflow,Kotak - Vendor Payments,Cold Chain Logistics,FOOD-3C10BD77,operational cost
2025-11-05,86099.26,outflow,ICICI - Procurement Account,Overtime Payments,FOOD-80845108,workforce
2025-04-04,319049.55,inflow,HDFC - Operations Account,Distributor Settlement,FOOD-17FAF1E6,client fees
2025-12-05,86146.06,inflow,Kotak - Vendor Payments,Bulk Buyer Payment,FOOD-73B599DF,client fees
2025-12-10,100787.11,outflow,SBI - Payroll Account,Line Supervisor Salary,FOOD-C4FDFFA4,workforce
2025-08-29,52384.9,outflow,ICICI - Procurement Account,Packaging Staff Payroll,FOOD-5B983A92,workforce
2025-09-19,20017.11,outflow,HDFC - Operations Account,Packaging Staff Payroll,FOOD-1C91AB42,workforce
2025-12-23,49921.56,outflow,Axis - Sales Collection Account,Spices Mix,FOOD-D83211EB,raw materials
2025-11-14,13155.69,outflow,HDFC - Operations Account,Cold Storage Electricity Bill,FOOD-C4F3E813,operational cost
2025-05-29,121882.49,outflow,Axis - Sales Collection Account,Edible Oil,FOOD-AA9314C3,raw materials
2026-01-19,323764.07,inflow,SBI - Payroll Account,Distributor Settlement,FOOD-56FEAE08,client fees
2025-05-09,70160.61,outflow,Axis - Sales Collection Account,Cold Storage Electricity Bill,FOOD-3B3A45E5,operational cost
2025-11-10,118696.52,outflow,HDFC - Operations Account,Packaging Staff Payroll,FOOD-B5BBD94E,workforce
2025-12-20,81281.28,outflow,Kotak - Vendor Payments,Cold Chain Logistics,FOOD-1D50411C,operational cost
2025-02-11,209530.84,inflow,Axis - Sales Collection Account,Export Order Receipt,FOOD-04EAD963,client fees
2025-06-29,277334.66,inflow,HDFC - Operations Account,Distributor Settlement,FOOD-67828655,client fees
2025-10-03,271934.69,inflow,SBI - Payroll Account,Retail Chain Order Payment,FOOD-254941A4,client fees
2025-03-30,251551.46,inflow,ICICI - Procurement Account,Bulk Buyer Payment,FOOD-1F885AAF,client fees
2025-02-28,143258.64,outflow,SBI - Payroll Account,Plastic Containers,FOOD-55184762,raw materials
2025-12-25,29225.26,outflow,Axis - Sales Collection Account,Plant Cleaning & Sanitation,FOOD-C4D4AFE9,operational cost
2025-06-28,92953.79,outflow,Kotak - Vendor Payments,Factory Worker Payroll,FOOD-1C8BEC29,workforce
2025-12-27,63569.17,outflow,ICICI - Procurement Account,Edible Oil,FOOD-CAF97634,raw materials
2025-06-24,340348.8,inflow,Axis - Sales Collection Account,Retail Chain Order Payment,FOOD-6EDA40AD,client fees
2026-01-23,25681.6,inflow,ICICI - Procurement Account,Retail Chain Order Payment,FOOD-C7559A95,client fees
2025-11-16,20707.85,outflow,Axis - Sales Collection Account,Factory Worker Payroll,FOOD-F2528819,workforce
2025-08-21,88622.64,outflow,Kotak - Vendor Payments,Overtime Payments,FOOD-D8371F00,workforce
2025-05-14,89530.91,outflow,HDFC - Operations Account,Plant Cleaning & Sanitation,FOOD-41A520C3,operational cost
2025-02-19,256255.26,inflow,SBI - Payroll Account,Hotel Supply Invoice,FOOD-42C2DF13,client fees
2025-08-02,280752.88,inflow,Axis - Sales Collection Account,Export Order Receipt,FOOD-68069BC3,client fees
2025-02-09,53497.07,outflow,Axis - Sales Collection Account,Packaging Film,FOOD-7DE15E03,raw materials
2026-01-25,15784.97,outflow,SBI - Payroll Account,Plant Cleaning & Sanitation,FOOD-6975D18C,operational cost
2025-05-30,92615.45,outflow,Axis - Sales Collection Account,Spices Mix,FOOD-D9EFE1A7,raw materials
2025-10-25,19108.48,outflow,ICICI - Procurement Account,Temporary Labour Wages,FOOD-BC8C5BF5,workforce
2025-05-23,79311.98,outflow,ICICI - Procurement Account,Cold Chain Logistics,FOOD-A73C3064,operational cost
2025-09-12,69802.59,outflow,HDFC - Operations Account,Quality Inspection Charges,FOOD-3DD000AB,operational cost
2025-05-15,69467.47,outflow,SBI - Payroll Account,Cold Storage Electricity Bill,FOOD-74342807,operational cost
2025-03-03,285336.2,inflow,Axis - Sales Collection Account,Hotel Supply Invoice,FOOD-BB428EE2,client fees
2025-04-23,105671.43,outflow,HDFC - Operations Account,Temporary Labour Wages,FOOD-840F765F,workforce
2025-09-07,60748.03,outflow,SBI - Payroll Account,Plant Cleaning & Sanitation,FOOD-D5923F94,operational cost
2025-03-13,156904.64,inflow,SBI - Payroll Account,Export Order Receipt,FOOD-8EFACA03,client fees
2025-11-10,103648.42,outflow,SBI - Payroll Account,Temporary Labour Wages,FOOD-C6D95CC5,workforce
2025-05-12,22995.66,outflow,HDFC - Operations Account,Overtime Payments,FOOD-544D7421,workforce
2025-07-04,100866.59,outflow,SBI - Payroll Account,Packaging Staff Payroll,FOOD-30DD4E99,workforce
2025-05-20,87383.87,outflow,HDFC - Operations Account,Sugar,FOOD-654A1E3B,raw materials
2025-06-15,38547.27,inflow,ICICI - Procurement Account,Retail Chain Order Payment,FOOD-A323E1E6,client fees
2025-10-27,53411.01,inflow,Axis - Sales Collection Account,Bulk Buyer Payment,FOOD-F2D9CEE0,client fees
2025-05-04,90509.27,outflow,SBI - Payroll Account,Edible Oil,FOOD-97538822,raw materials
2025-10-19,32999.75,outflow,HDFC - Operations Account,Factory Power Charges,FOOD-CA4FD273,operational cost
2025-11-26,14566.83,outflow,ICICI - Procurement Account,Cold Chain Logistics,FOOD-452458D9,operational cost
2025-08-02,113040.12,outflow,SBI - Payroll Account,Retail Chain Order Payment,FOOD-53E7EC56,client fees
2025-04-16,47486.43,outflow,SBI - Payroll Account,Packaging Film,FOOD-D6C6A42A,raw materials
2025-07-10,77180.13,outflow,Axis - Sales Collection Account,Refrigeration Maintenance,FOOD-8E5AE1E3,operational cost
2025-05-04,16937.7,outflow,SBI - Payroll Account,Equipment Maintenance,FOOD-E765D144,operational cost
2025-04-20,47804.65,outflow,HDFC - Operations Account,Carton Boxes,FOOD-401724D8,raw materials
2025-10-24,109141.8,outflow,SBI - Payroll Account,Milk Powder,FOOD-D964F409,raw materials
2025-10-12,69192.05,outflow,SBI - Payroll Account,Maize,FOOD-A3EF49FB,raw materials
2025-12-23,125353.31,inflow,ICICI - Procurement Account,Bulk Buyer Payment,FOOD-295310F9,client fees
2025-05-05,36492.6,outflow,ICICI - Procurement Account,Factory Power Charges,FOOD-6BBA00F3,operational cost
2025-05-08,277655.06,inflow,HDFC - Operations Account,Distributor Settlement,FOOD-FA357F6B,client fees
2025-05-19,33961.75,outflow,Axis - Sales Collection Account,Cold Storage Electricity Bill,FOOD-F7F2F0BE,operational cost
2025-09-16,78592.42,outflow,ICICI - Procurement Account,Wheat Flour,FOOD-5AA8DBDE,raw materials
2025-03-27,171725.19,inflow,Axis - Sales Collection Account,Hotel Supply Invoice,FOOD-1638EEDE,client fees
2025-04-08,64990.67,outflow,SBI - Payroll Account,Factory Worker Payroll,FOOD-0EA84C6F,workforce
2025-07-10,12677.49,outflow,Kotak - Vendor Payments,Sugar,FOOD-3336100D,raw materials
2025-03-11,46785.71,outflow,ICICI - Procurement Account,Cold Storage Electricity Bill,FOOD-FE9778FE,operational cost
2025-09-12,77035.28,outflow,Axis - Sales Collection Account,Refrigeration Maintenance,FOOD-45B5999C,operational cost
2025-08-18,76840.66,outflow,HDFC - Operations Account,Temporary Labour Wages,FOOD-9EA86E5D,workforce
2025-10-29,99644.4,outflow,Kotak - Vendor Payments,Overtime Payments,FOOD-E802CCDB,workforce
2026-01-08,119921.36,outflow,HDFC - Operations Account,Salt,FOOD-D28DA61F,raw materials
2025-08-25,97512.46,outflow,ICICI - Procurement Account,Carton Boxes,FOOD-7D54B172,raw materials
2025-09-21,96062.9,inflow,Kotak - Vendor Payments,Export Order Receipt,FOOD-1DC796C0,client fees
2025-12-23,82128.71,outflow,SBI - Payroll Account,Line Supervisor Salary,FOOD-E949E4AC,workforce
2025-02-19,36912.33,outflow,Kotak - Vendor Payments,Quality Inspection Charges,FOOD-71F3957E,operational cost
2025-12-20,43655.4,inflow,SBI - Payroll Account,Bulk Buyer Payment,FOOD-EA0232C7,client fees
2025-12-23,12403.7,outflow,SBI - Payroll Account,Factory Power Charges,FOOD-3FDAE6FC,operational cost
2025-11-18,55481.11,outflow,ICICI - Procurement Account,Cocoa Powder,FOOD-D2F0EE57,raw materials
2025-12-11,83513.78,outflow,SBI - Payroll Account,Packaging Film,FOOD-B49D6128,raw materials
2025-02-28,70672.83,outflow,ICICI - Procurement Account,Salt,FOOD-15A9FE99,raw materials
2025-03-21,308289.28,inflow,Axis - Sales Collection Account,Export Order Receipt,FOOD-73E54AB5,client fees
2025-03-31,83160.0,outflow,ICICI - Procurement Account,Factory Power Charges,FOOD-53F04BC6,operational cost
2025-03-06,93572.21,outflow,ICICI - Procurement Account,Line Supervisor Salary,FOOD-9C4F31CA,workforce
2025-09-17,19578.84,outflow,HDFC - Operations Account,Factory Power Charges,FOOD-1715DDD1,operational cost
2025-09-10,224665.74,inflow,ICICI - Procurement Account,Distributor Settlement,FOOD-1CCCCCF5,client fees
2025-12-01,102766.26,outflow,HDFC - Operations Account,Packaging Staff Payroll,FOOD-9D665E4F,workforce
2025-06-25,32866.38,outflow,Kotak - Vendor Payments,Factory Power Charges,FOOD-6F7F70C2,operational cost
2025-07-22,86444.13,outflow,HDFC - Operations Account,Temporary Labour Wages,FOOD-1A845857,workforce
2025-11-17,111454.09,outflow,SBI - Payroll Account,Line Supervisor Salary,FOOD-2A939FCB,workforce
2025-02-03,95980.95,outflow,Kotak - Vendor Payments,Spices Mix,FOOD-8DF03BFC,raw materials
2025-08-21,250986.39,inflow,Kotak - Vendor Payments,Distributor Settlement,FOOD-1737FB79,client fees
2025-05-17,87190.38,inflow,Kotak - Vendor Payments,Retail Chain Order Payment,FOOD-410EE8FC,client fees
2025-07-19,125854.5,outflow,ICICI - Procurement Account,Packaging Film,FOOD-F27BE120,raw materials
2025-07-31,30559.73,outflow,Axis - Sales Collection Account,Cold Storage Electricity Bill,FOOD-2B18E7B8,operational cost
2025-11-19,123207.59,outflow,SBI - Payroll Account,Spices Mix,FOOD-D0ED323F,raw materials
2025-05-30,208510.61,inflow,ICICI - Procurement Account,Retail Chain Order Payment,FOOD-0175DEBB,client fees
2025-12-16,67354.93,outflow,Kotak - Vendor Payments,Temporary Labour Wages,FOOD-5A2C0B5F,workforce
2025-03-13,196886.28,inflow,Kotak - Vendor Payments,Distributor Settlement,FOOD-AA737B1D,client fees
2025-12-08,40046.04,inflow,HDFC - Operations Account,Bulk Buyer Payment,FOOD-F4EE157A,client fees
2025-03-30,255642.16,inflow,ICICI - Procurement Account,Export Order Receipt,FOOD-7B41A77A,client fees
2025-08-09,52167.22,outflow,HDFC - Operations Account,Factory Worker Payroll,FOOD-1E65DA00,workforce
2025-10-24,195828.6,inflow,HDFC - Operations Account,Export Order Receipt,FOOD-96F873F1,client fees
2025-04-14,36506.18,inflow,Axis - Sales Collection Account,Distributor Settlement,FOOD-9DAE8DB2,client fees
2025-09-16,319289.35,inflow,Kotak - Vendor Payments,Distributor Settlement,FOOD-929379E0,client fees
2025-09-20,120934.74,outflow,SBI - Payroll Account,Rice,FOOD-81F72F67,raw materials
2025-10-01,45596.36,outflow,Axis - Sales Collection Account,Equipment Maintenance,FOOD-663AAEC5,operational cost
2025-06-22,41092.5,outflow,ICICI - Procurement Account,Factory Power Charges,FOOD-BB747AC0,operational cost
2025-11-23,151535.15,outflow,ICICI - Procurement Account,Milk Powder,FOOD-F0E32250,raw materials
2025-06-30,156448.2,inflow,ICICI - Procurement Account,Export Order Receipt,FOOD-33053DE3,client fees
2025-02-12,69312.45,inflow,SBI - Payroll Account,Export Order Receipt,FOOD-1E9DFB32,client fees
2025-08-26,201451.23,inflow,Axis - Sales Collection Account,Bulk Buyer Payment,FOOD-62ACC374,client fees
2025-06-10,109760.03,outflow,HDFC - Operations Account,Packaging Staff Payroll,FOOD-403B7520,workforce
2026-01-06,24425.11,outflow,HDFC - Operations Account,Packaging Staff Payroll,FOOD-28D7D48A,workforce
2025-03-29,9652.02,outflow,Axis - Sales Collection Account,Packaging Film,FOOD-1877E18E,raw materials
2025-05-07,145734.63,outflow,Kotak - Vendor Payments,Maize,FOOD-007E1E36,raw materials
2025-07-01,93445.07,outflow,ICICI - Procurement Account,Overtime Payments,FOOD-890A49C9,workforce
2025-03-16,252162.32,inflow,Axis - Sales Collection Account,Export Order Receipt,FOOD-C72B2943,client fees
2025-02-08,12645.49,outflow,Kotak - Vendor Payments,Maize,FOOD-2001A96E,raw materials
2026-02-01,104678.78,outflow,HDFC - Operations Account,Line Supervisor Salary,FOOD-41490622,workforce
2026-01-12,257593.28,inflow,ICICI - Procurement Account,Retail Chain Order Payment,FOOD-20CA7497,client fees
2025-02-17,147548.43,outflow,HDFC - Operations Account,Carton Boxes,FOOD-985E8FFB,raw materials
2025-07-28,98113.68,outflow,Axis - Sales Collection Account,Line Supervisor Salary,FOOD-EFBC2236,workforce
2025-05-27,79310.5,outflow,Axis - Sales Collection Account,Temporary Labour Wages,FOOD-77AB30F3,workforce
2025-07-02,251877.7,inflow,Axis - Sales Collection Account,Retail Chain Order Payment,FOOD-73A5C990,client fees
2025-03-02,65992.12,outflow,Axis - Sales Collection Account,Overtime Payments,FOOD-827F9FBF,workforce
2025-11-16,112388.57,outflow,Kotak - Vendor Payments,Temporary Labour Wages,FOOD-E3FAE0DD,workforce
2025-10-23,44694.23,outflow,ICICI - Procurement Account,Temporary Labour Wages,FOOD-C441F3FB,workforce
2025-12-23,24350.17,outflow,HDFC - Operations Account,Line Supervisor Salary,FOOD-A93FFC73,workforce
2025-11-06,66473.17,outflow,ICICI - Procurement Account,Quality Inspection Charges,FOOD-66141FB0,operational cost
2025-11-05,94044.9,outflow,HDFC - Operations Account,Carton Boxes,FOOD-DBE04A9F,raw materials
2025-03-12,18409.44,outflow,SBI - Payroll Account,Line Supervisor Salary,FOOD-03E4DC8B,workforce
2025-03-03,52948.4,outflow,Axis - Sales Collection Account,Temporary Labour Wages,FOOD-574D689D,workforce
2025-08-15,94057.51,outflow,HDFC - Operations Account,Food Additives,FOOD-BA6D2F17,raw materials
2025-12-02,86024.56,outflow,HDFC - Operations Account,Plastic Containers,FOOD-802D8234,raw materials
2026-01-22,73314.4,outflow,Kotak - Vendor Payments,Equipment Maintenance,FOOD-789D8F4C,operational cost
2026-01-16,104773.77,outflow,HDFC - Operations Account,Factory Worker Payroll,FOOD-6F7D4485,workforce
2026-01-27,309990.99,inflow,ICICI - Procurement Account,Export Order Receipt,FOOD-FDF3D7B6,client fees
2025-03-13,19233.72,outflow,ICICI - Procurement Account,Factory Power Charges,FOOD-958D6C62,operational cost
2025-10-17,43931.25,outflow,ICICI - Procurement Account,Equipment Maintenance,FOOD-E3AEA366,operational cost
2025-11-28,31404.03,outflow,SBI - Payroll Account,Temporary Labour Wages,FOOD-C4B9D3CF,workforce
2026-01-15,69248.31,outflow,SBI - Payroll Account,Factory Power Charges,FOOD-3C967FC6,operational cost
2025-04-09,129248.2,outflow,HDFC - Operations Account,Spices Mix,FOOD-C24A47BB,raw materials
2026-01-16,49940.89,outflow,ICICI - Procurement Account,Packaging Film,FOOD-E337AC04,raw materials
2025-09-28,141273.99,inflow,SBI - Payroll Account,Hotel Supply Invoice,FOOD-6262FB98,client fees
2025-05-08,125384.92,outflow,ICICI - Procurement Account,Cocoa Powder,FOOD-E27BE136,raw materials
2025-12-01,15046.66,outflow,Kotak - Vendor Payments,Quality Inspection Charges,FOOD-48E09C6C,operational cost
2025-06-26,83252.92,outflow,Axis - Sales Collection Account,Water Treatment Charges,FOOD-0C200D99,operational cost
2025-06-29,78259.23,outflow,Axis - Sales Collection Account,Quality Inspection Charges,FOOD-3AF28ED7,operational cost
2025-07-01,24886.66,outflow,Kotak - Vendor Payments,Temporary Labour Wages,FOOD-E6529BDF,workforce
2025-12-17,101857.41,outflow,SBI - Payroll Account,Sugar,FOOD-14725695,raw materials
2025-12-18,80499.53,inflow,SBI - Payroll Account,Bulk Buyer Payment,FOOD-7B5B47DE,client fees
2025-12-06,86211.79,outflow,SBI - Payroll Account,Overtime Payments,FOOD-C49E2B2E,workforce
2025-04-12,105601.8,outflow,Axis - Sales Collection Account,Rice,FOOD-AC01045B,raw materials
2025-05-10,65277.58,outflow,Axis - Sales Collection Account,Sugar,FOOD-A86009E7,raw materials
2025-11-23,84338.45,outflow,Kotak - Vendor Payments,Quality Inspection Charges,FOOD-83C1BD2F,operational cost
2025-07-21,296045.17,outflow,ICICI - Procurement Account,Distributor Settlement,FOOD-F7552F09,client fees
2025-11-14,24499.3,outflow,HDFC - Operations Account,Factory Worker Payroll,FOOD-D409D65A,workforce
2025-10-13,88620.48,inflow,ICICI - Procurement Account,Distributor Settlement,FOOD-B3ED9C0F,client fees
2025-11-07,24884.54,outflow,Kotak - Vendor Payments,Factory Worker Payroll,FOOD-64EE2E90,workforce
2025-04-11,30837.24,outflow,Kotak - Vendor Payments,Quality Inspection Charges,FOOD-724D2519,operational cost
2025-09-06,28468.47,inflow,Axis - Sales Collection Account,Hotel Supply Invoice,FOOD-1AA2BB61,client fees
2025-07-12,285116.09,inflow,ICICI - Procurement Account,Bulk Buyer Payment,FOOD-17991C42,client fees
2025-08-25,190350.81,inflow,ICICI - Procurement Account,Hotel Supply Invoice,FOOD-F30C05A1,client fees
2025-05-08,252195.51,inflow,Kotak - Vendor Payments,Retail Chain Order Payment,FOOD-2254E93A,client fees
2025-04-10,299366.38,inflow,Kotak - Vendor Payments,Bulk Buyer Payment,FOOD-178853B2,client fees
2025-09-30,210635.22,inflow,SBI - Payroll Account,Distributor Settlement,FOOD-3879F4A0,client fees
2025-03-11,97381.63,outflow,HDFC - Operations Account,Sugar,FOOD-F187946C,raw materials
2025-09-11,54716.22,outflow,ICICI - Procurement Account,Cold Storage Electricity Bill,FOOD-50931BF6,operational cost
2025-06-28,232772.16,inflow,SBI - Payroll Account,Export Order Receipt,FOOD-D7D53345,client fees
2025-10-14,315663.21,inflow,Axis - Sales Collection Account,Distributor Settlement,FOOD-42A534A5,client fees
2025-12-16,22931.97,outflow,HDFC - Operations Account,Cold Storage Electricity Bill,FOOD-94398F28,operational cost
2025-08-04,40376.29,inflow,ICICI - Procurement Account,Bulk Buyer Payment,FOOD-43BF5AB5,client fees
2025-08-02,10905.18,outflow,Axis - Sales Collection Account,Sugar,FOOD-05BCD22A,raw materials
2025-04-29,269412.88,inflow,ICICI - Procurement Account,Bulk Buyer Payment,FOOD-69B48CBF,client fees
2025-07-07,133519.07,outflow,Axis - Sales Collection Account,Packaging Film,FOOD-1607F443,raw materials
2025-12-28,102070.74,outflow,ICICI - Procurement Account,Maize,FOOD-CCE9472A,raw materials
2025-12-19,21016.63,outflow,SBI - Payroll Account,Factory Worker Payroll,FOOD-A4AB8C2B,workforce
2025-03-03,34525.37,outflow,Kotak - Vendor Payments,Overtime Payments,FOOD-4AD587DA,workforce
2025-04-02,49586.37,outflow,Axis - Sales Collection Account,Cold Storage Electricity Bill,FOOD-E9D43062,operational cost
2026-01-04,170152.56,outflow,Axis - Sales Collection Account,Spices Mix,FOOD-EE306D0D,raw materials
2025-08-07,62714.44,outflow,ICICI - Procurement Account,Overtime Payments,FOOD-0DA53128,workforce
2025-10-14,88748.69,outflow,SBI - Payroll Account,Rice,FOOD-FAA286FE,raw materials
2025-11-16,87881.18,outflow,SBI - Payroll Account,Wheat Flour,FOOD-59C44EF8,raw materials
2025-10-14,50166.84,outflow,HDFC - Operations Account,Milk Powder,FOOD-078DC780,raw materials
2025-02-23,158364.02,outflow,Kotak - Vendor Payments,Wheat Flour,FOOD-12D3AC8B,raw materials
2025-12-19,87457.8,outflow,SBI - Payroll Account,Temporary Labour Wages,FOOD-8CF2301F,workforce
2025-08-22,14817.01,outflow,ICICI - Procurement Account,Quality Inspection Charges,FOOD-68A3F46C,operational cost
2025-10-20,180012.47,inflow,SBI - Payroll Account,Export Order Receipt,FOOD-BF393C75,client fees
2025-07-28,46529.93,inflow,Kotak - Vendor Payments,Bulk Buyer Payment,FOOD-3844DA69,client fees
2025-12-28,54496.17,outflow,ICICI - Procurement Account,Refrigeration Maintenance,FOOD-4EF76CCD,operational cost
2025-12-04,41015.44,outflow,ICICI - Procurement Account,Packaging Staff Payroll,FOOD-A723E0D0,workforce
2026-01-20,63886.5,outflow,HDFC - Operations Account,Packaging Staff Payroll,FOOD-20B6C2E0,workforce
2025-10-01,225127.81,inflow,ICICI - Procurement Account,Hotel Supply Invoice,FOOD-33E72733,client fees
2025-06-07,88149.65,inflow,Axis - Sales Collection Account,Retail Chain Order Payment,FOOD-A82C1494,client fees
2025-11-12,49628.05,outflow,SBI - Payroll Account,Plant Cleaning & Sanitation,FOOD-201CFB7B,operational cost
2025-03-02,36705.46,outflow,Axis - Sales Collection Account,Maize,FOOD-32DCCEE1,raw materials
2025-03-01,137786.68,outflow,Axis - Sales Collection Account,Salt,FOOD-A948FCC4,raw materials
2025-02-27,118123.21,outflow,SBI - Payroll Account,Salt,FOOD-E53A0582,raw materials
2025-02-19,27441.37,inflow,SBI - Payroll Account,Hotel Supply Invoice,FOOD-F3BA9900,client fees
2025-05-09,154502.61,outflow,Axis - Sales Collection Account,Milk Powder,FOOD-009EA2B6,raw materials
2026-01-04,52750.37,outflow,Kotak - Vendor Payments,Overtime Payments,FOOD-B19213CD,workforce
2026-01-13,43920.39,outflow,ICICI - Procurement Account,Line Supervisor Salary,FOOD-31B159F2,workforce
2025-08-09,64932.94,outflow,Axis - Sales Collection Account,Packaging Film,FOOD-74CCBCD6,raw materials
2025-07-15,68958.85,outflow,SBI - Payroll Account,Water Treatment Charges,FOOD-E50A2DFF,operational cost
2025-12-13,33670.52,inflow,ICICI - Procurement Account,Export Order Receipt,FOOD-34258F69,client fees
2025-09-15,264017.33,inflow,Axis - Sales Collection Account,Distributor Settlement,FOOD-EB665651,client fees
2025-09-22,96253.12,outflow,Kotak - Vendor Payments,Temporary Labour Wages,FOOD-3A6306F3,workforce
2025-09-06,30120.81,outflow,SBI - Payroll Account,Packaging Staff Payroll,FOOD-3F4EFB0B,workforce
2026-01-12,23552.68,outflow,Axis - Sales Collection Account,Factory Worker Payroll,FOOD-0D327F03,workforce
2025-09-05,101492.18,outflow,SBI - Payroll Account,Packaging Staff Payroll,FOOD-934D4DFC,workforce
2025-05-24,42372.16,outflow,HDFC - Operations Account,Equipment Maintenance,FOOD-EED4A7D2,operational cost
2025-06-10,118805.5,outflow,Axis - Sales Collection Account,Packaging Film,FOOD-21DCA23F,raw materials
2026-01-18,41124.03,outflow,Kotak - Vendor Payments,Cold Chain Logistics,FOOD-77D8090A,operational cost
2025-07-10,75840.63,inflow,ICICI - Procurement Account,Export Order Receipt,FOOD-3365F5B4,client fees
2026-01-07,104652.9,outflow,Kotak - Vendor Payments,Overtime Payments,FOOD-59C58437,workforce
2025-08-18,23314.95,outflow,Axis - Sales Collection Account,Plant Cleaning & Sanitation,FOOD-16774907,operational cost
2025-10-30,25638.47,outflow,HDFC - Operations Account,Overtime Payments,FOOD-EE28CE51,workforce
2025-09-19,78546.66,outflow,ICICI - Procurement Account,Rice,FOOD-1ACF2625,raw materials
2026-01-15,86212.41,outflow,Axis - Sales Collection Account,Packaging Staff Payroll,FOOD-966828A1,workforce
2025-03-02,39382.21,outflow,SBI - Payroll Account,Equipment Maintenance,FOOD-ABA731E6,operational cost
2025-10-12,35017.7,outflow,SBI - Payroll Account,Factory Worker Payroll,FOOD-1EAEBB21,workforce
2025-11-28,245817.13,inflow,SBI - Payroll Account,Bulk Buyer Payment,FOOD-1EE06180,client fees
2025-02-10,229563.82,inflow,Axis - Sales Collection Account,Bulk Buyer Payment,FOOD-0565337D,client fees
2025-11-01,20532.02,outflow,ICICI - Procurement Account,Factory Worker Payroll,FOOD-7CA45E08,workforce
2025-02-10,174288.67,outflow,SBI - Payroll Account,Food Additives,FOOD-599C769F,raw materials
2025-09-17,29671.98,outflow,HDFC - Operations Account,Overtime Payments,FOOD-551B83A2,workforce
2025-10-19,59330.74,outflow,Axis - Sales Collection Account,Packaging Staff Payroll,FOOD-F6DC7A61,workforce
2025-07-13,55422.09,outflow,HDFC - Operations Account,Temporary Labour Wages,FOOD-2D5669F0,workforce
